Equipment_Dam,Model.Suffix_Dam,Workorder_Dam,HEAD NORMAL COORDINATE X AXIS(Stage1) Collect Result_Dam,Chamber Temp. Judge Value_AutoClave,Equipment_Fill1,HEAD NORMAL COORDINATE X AXIS(Stage1) Collect Result_Fill1,Equipment_Fill2,HEAD NORMAL COORDINATE X AXIS(Stage1) Collect Result_Fill2,target
Dam dispenser #1,AJX75334505,4C1XH940-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334502,4A1XB338-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,3K1XA586-2,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,3L1XA126-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,4A1XE567-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3K1X9888-2,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3I1XB112-1,550,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,3M1XB516-1,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,4C1XH495-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334502,3J1XC120-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #1,AJX75334502,3H1XC514-1,550,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3G1X4501-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,3L1X8574-2,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334505,4E1XB349-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3G1XB460-1,549,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,4A1XB543-1,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334502,3K1X9805-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #1,AJX75334502,3K1X7331-1,550.3,NG,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3K1X9888-2,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3G1XB278-1,549,NG,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3H1XC953-1,549,NG,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,4E1X9169-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,3K1X0791-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #1,AJX75334501,3G1X8647-1,549,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3M1X0804-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,4A1XB972-1,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3M1XG843-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,3M1XH425-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,3I1XA326-2,162.4,NG,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #1,AJX75334501,4A1XC478-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,3M1XH430-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334502,3I1X9723-1,550,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334505,4C1XH940-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3H1XE000-1,549.5,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,4B1XC718-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3L1XB019-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3H1XA346-2,549.5,NG,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3K1X9888-2,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,3J1XC148-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #2,AJX75334501,3M1XC477-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334502,3I1X9730-1,550,NG,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3G1X8297-1,549,NG,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3G1X8295-1,549,NG,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3G1XB177-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3G1XC761-1,549,NG,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3L1XB735-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,4E1XA027-2,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,4B1XB674-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,3K1XB597-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,4B1XD691-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,AbNormal
Dam dispenser #1,AJX75334501,3J1XC745-1,550,NG,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334505,4E1X9996-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,AbNormal
Dam dispenser #1,AJX75334501,3H1X8429-1,549,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3F1X9648-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3F1XA350-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3M1XH387-2,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3G1XC759-1,549,NG,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3I1XA254-1,550,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,4C1XH322-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,3L1X8574-2,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3M1XG769-2,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3G1X8297-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,4C1XH495-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3L1X1373-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,3M1XG289-1,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,4E1XB489-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,4B1XD471-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334502,3K1X7331-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #1,AJX75334501,4A1XC344-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3H1XC966-1,549,NG,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,4C1XH474-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,4C1XD438-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3M1XG287-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,3M1XD935-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334502,3J1XB576-1,550.3,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,4E1X9170-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,3J1XE975-2,162.4,NG,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #1,AJX75334501,3J1XC664-1,550,NG,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,3M1XB524-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,4A1XB814-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3I1XA326-2,550,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3J1XD008-1,550.3,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3F1XC600-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,3I1XA464-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,AbNormal
Dam dispenser #1,AJX75334501,3F1X5847-2,549,,Fill1 dispenser #1,838.2,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,3J1X7129-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #2,AJX75334501,3L1XA258-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,AbNormal
Dam dispenser #2,AJX75334505,4F1XA116-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3M1XF539-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334502,3J1XB576-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #2,AJX75334501,3I1XA257-1,162.4,NG,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #1,AJX75334501,3M1XC475-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3G1XA481-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,4A1XC326-1,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3F1X5847-2,549,,Fill1 dispenser #1,838.2,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3H1XC951-1,549,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3L1XB245-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3L1XA256-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,3L1XA258-1,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334505,4E1XB382-1,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334505,4C1XH940-1,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3J1XC129-2,550,NG,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3G1XB952-1,549,NG,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334505,4C1XJ377-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,4B1XA871-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3H1XE645-1,550,NG,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3M1XG288-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3H1XD881-1,549.5,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3H1XC953-1,549,NG,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3J1XE079-1,550.3,NG,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3G1X9014-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3M1XH387-2,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,3J1XD005-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #1,AJX75334501,3I1X9715-1,550,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3H1XC966-1,549,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334505,4F1XB758-1,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,4B1X9671-2,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,3J1XE079-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #1,AJX75334505,4F1XA820-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3G1X8296-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,4A1XB974-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3H1XF164-1,550,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334505,4E1XB349-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3L1XA995-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,3I1X9339-2,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #1,AJX75334502,3K1X9805-1,550.3,NG,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,4E1XB831-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3I1XA581-1,550,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334502,4C1XH315-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,AbNormal
Dam dispenser #1,AJX75334501,3H1XA346-1,549.5,NG,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3G1X9016-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,AbNormal
Dam dispenser #1,AJX75334501,4B1XA871-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,4C1XJ020-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3I1X9339-1,550,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3G1X8295-1,549,NG,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,3L1XA258-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3G1XC496-2,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,3I1X9722-1,162.4,NG,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #1,AJX75334501,3J1XC755-1,550,NG,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334502,4A1XE721-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,AbNormal
Dam dispenser #1,AJX75334501,4E1X9168-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,3K1X0791-1,162.4,NG,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #2,AJX75334505,4EPM0189-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,4B1XB846-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3L1X9204-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3G1XC499-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3G1XC619-2,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,4C1X0045-2,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3F1X9644-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,3M1XH388-1,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3H1X9881-2,550,NG,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,3I1XA581-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #2,AJX75334501,3J1X8953-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #1,AJX75334505,4C1XH940-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3J1XC129-2,550,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,4A1XB972-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3H1XE644-1,549.5,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,4E1X0056-2,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,3K1XC261-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3G1XA483-1,549,NG,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,4A1XB535-1,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,4B1XE010-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3L1XB735-2,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3M1XB524-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,AbNormal
Dam dispenser #2,AJX75334502,3I1XA510-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #1,AJX75334501,3J1X8954-1,550,NG,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3G1XC619-1,549,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334506,3JPXX060-0001,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3G1XB234-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334505,4BPM0086-1,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,4B1XC554-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,3M1XB516-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3J1XE079-1,550.3,NG,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,4A1XE695-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,4A1XC478-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,AbNormal
Dam dispenser #2,AJX75334505,4F1XA819-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3M1XH386-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,4B1X9671-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3M1XH386-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334505,4F1XA820-1,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,3M1XH387-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,4F1X9595-2,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3M1XH275-2,,,Fill1 dispenser #1,,Fill2 dispenser #1,,AbNormal
Dam dispenser #2,AJX75334501,3M1XC474-1,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3L1XB735-2,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,4B1X9674-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,3J1X8953-1,162.4,NG,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #2,AJX75334501,3M1XG840-1,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,4C1X0049-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,3L1X9934-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,3L1XB019-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,3K1XB239-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3K1XB239-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3F1XB560-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3M1XC484-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,4A1XB542-4,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,4B1X9671-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3M1XD934-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3M1XG770-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3J1XC129-2,550,NG,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3G1XB176-1,549,NG,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,AbNormal
Dam dispenser #1,AJX75334501,3K1XC268-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,3K1XA586-2,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3H1X3340-1,549,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3H1XC951-1,549,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3L1XA256-2,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,4F1X9595-2,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3F1XA350-1,549,NG,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,AbNormal
Dam dispenser #2,AJX75334501,3M1XG770-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3K1X0792-2,550.3,NG,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3G1XD171-1,549,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,3I1X9722-1,162.4,NG,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #2,AJX75334501,3M1XB525-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3G1XB948-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,4B1X6364-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,4A1XE695-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334502,4B1XC929-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3F1X9648-1,549,NG,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,3J1XE701-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #1,AJX75334501,3G1X4501-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3F1XC376-1,549,NG,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,3L1X1367-2,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334502,4A1XA713-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
